0,1
anger,"Mikset tuki suutasi, itkupilli?"
neutral,Olette provisiopalkalla vai mitä?
joy,Nyt on vähän parempi.
neutral,"Ei, istut nimittäin takkini päällä."
joy,Maailma on tänään täynnä ihmeitä ja kauneutta .
joy,"Tämä on varmaan hienoin päivä, jonka olen kokenut."
neutral,VW taas on Saksan autoteollisuuden lempilapsi tai niitä viimeisiä mohikaaneja.
joy,Sattuipa sopivasti että kyseinen runko on juuri oikean kokoinen.
neutral,Peitteli maan ja katariinan kamarissakin on viulu vaiennut.
joy,"Teillä on mukava poika, madame."
joy,Sattuipa sopivasti että kyseinen runko on juuri oikean kokoinen.
neutral,Tutkinnon suorittaneiden isännöitsijöiden ammattitaidon voidaan arvioida olevan parempi kuin muun ammattikoulutuksen suorittaneiden .
neutral,Me kaikki kasvoimme niissä.
neutral,"Tavallinen S-sarjan coupen tai A5-audin voisin jopa pitääkin, nuo RS-AMG-yms mallit ei herätä juurikaan omistamisen haluja."
neutral,Koneessa ei näy muita vaurioita.
neutral,"Arvoisa puhemies , mietinnön esittelijänä ja asiasta vastaavana ryhmäni edustajana voin sanoa aivan päinvastaista ."
joy,"Oikein hyvää huomenta, herrat."
neutral,Ohjelma on muutenkin ehtaa antiikkia.
neutral,Kokaiinia piti kärrätä taloon kottikärryillä.
neutral,"En haluaisi antaa liikaa tunnustusta Thomas J. Doylelle, mutta hän saattoi olla oikeassa, kun hän sanoi, että tuolla tapahtuu aika yksityisiä asioita."
joy,mahtavia musamuistoja 
neutral,Aikaerosta ei hevillä toivuttu .
joy,Minä todellakin rakastan häntä.
neutral,"Häntä kävi sääliksi, mutta muutakaan ei voinut."
joy,Ai ku kiva !
neutral,"Mutta meillä naisilla on myös vastuu – vastuu pukeutua hyvännäköisesti ja huolitella itsemme niin , että tunnemme itsemme kauniiksi ja seksikkääksi ."
joy,"Huumoria oli tarpeeksi , eräs tärkeä teema oli tiede ja elokuvaseura oli mahtavaa ."
neutral,"Ja suomalaisen kuluttajan täytyy ymmärtää, että kolmen euron jauhelihaa ei voi tehdä suomalaisesta pihvikarjasta."
joy,Tämä on onnen päivä.
joy,Tuo on paljon parempi.
joy,Tämä on hieno työ.
anger,"Jos joku teistä kutsuu minua Francisiksi, tapan teidät."
joy,Tämä on todella tervetullut näky.
joy,"Näyttää siltä, että meidän onnemme on viimeinkin kääntynyt."
anger,Minä en jaksa tätä elämää
joy,Ylpeinä ja innoissamme täytimme taskumme nauhoilla ja illalla olimme siivonneet koko metsän .
neutral,"Ei, istut nimittäin takkini päällä."
neutral,"Ei, istut nimittäin takkini päällä."
anger,Siis mitä sinä puuhaat?
neutral,"Mä näen sen vielä, vaikka sokeutuisin."
joy,Täydellinen päivä nurtsilla makoilulle !
neutral,"Graham, sain juuri uudet Chewgood-luvut..."
joy,"” Ruokaa niin paljon , ettei sitä ehdi syödä , ja lämpöä vuodet läpeensä . ”"
joy,Tämä on hieno työ.
neutral,Nuorena saatu päähänpinttymä voi olla todellinen ongelma ja haitata normaalia elämää.
joy,hyvillä mielin
neutral,Kaksi vuotta myöhemmin hänet pestattiin kapteenina lennoston tiedustelujoukkoihin.
joy,Minut valtasi lämmin ja rauhallinen olo .
neutral,"tuo juha nyt vaan on niin saatanan tyhmä, ettei se varmaan ole mitään matkustusasiakirjoja edes yrittänyt itselleen hankkia :)"
neutral,- Milläs minä teitä estäisin ?
joy,Ja mikä parasta... Hän pitää minua ihanana.
joy,"Näyttää siltä, että meidän onnemme on viimeinkin kääntynyt."
anger,"Sanoin jo, etten tiedä!"
neutral,Sen sijaan sidosryhmien edustajista useimmat pitivät järjestäjäverkkoa toimivana ja korostivat alueellisen koulutustarjonnan tärkeyttä .
neutral,"Niiden muuttuminen voi johtua huonosta valintamenettelystä , nuorten ja ohjelmien virheellisestä yhdistämisestä tai nuorten ohjauksen puutteesta vapaaehtoispalvelun lopulla , jolla kanavoitaisiin heidän hankkimansa tiedot ja taidot , ja viimeisenä , last but not least , kansallisten hallitusten huonosta oman roolinsa ymmärtämisestä ."
neutral,"( Sillä vaikka minulla olikin baarissa erinomaisen limsani äärellä mukavaa , se ei sulje pois tylsää alkuiltaa ja yksinäistä seuraavaa aamua , kun olutta nauttinut Mies ei ollutkaan tullut yöksi meille . )"
neutral,"Periaatteet eivät kuole, kun ne tuodaan valoon."
neutral,Koetapa poimia salaatinlehtiä ja tomaatteja helteellä.
joy,Ja olemme nyt kauniita.
joy,Hän tunsi itsensä voimakkaaksi ja oman itsensä herraksi.
joy,On ilo tavata tyttärenne.
neutral,Hän tulee sisään koputtamatta.
neutral,"Kun olin sinun kanssasi , se oli taistelua maailma vastaan me ."
neutral,Estäisikö tämä Suomessakin pettämistä?
neutral,"Sitä paitsi jo nyt jaetaan jokaiselle rahaa vastikkeetta sen verran, että sillä pystyy hankkimaan duunari-mersun http://www.veho.fi/fi/uudetautot/mercedes-benz/Sivut/Uusi-C-sarja-sedan.aspx, jos tahtoo."
neutral,"Mä näen sen vielä, vaikka sokeutuisin."
joy,"Oli kolmosluokan ensimmäinen päivä , aurinko oli kirkas ja meillä molemmilla oli uudet hienot shortsit ja lenkkarit , niillä olisi hyvä pelata jalkapalloa välitunneilla ."
anger,En jaksa kuunnella tätä roskaa enää.
joy,"Hyvä Luoja, mikä onni, että sain Marian lähtemään!"
neutral,"Koko julkaisu, tai edes bändi, ei minua kiinnosta mutta uskoisin olevan ihan asianmukaisesti vinyylille masteroitu lafkan aiempien julkaisujen perusteella."
neutral,Häntä taisi inhottaa kaikki takapuoleen tökkiminen mitä täällä tapahtui.
neutral,Naurattaisi jos ei itkettäisi. #ydinaseet https://t.co/wk1yiGHh8v
neutral,"Emme, jos et halua poikaasi tapettavan."
neutral,"J. M. (Jukka Martinkari, Turun Sanomat 22.11.1959) piti elokuvaa Armand Lohikosken parhaana ohjaustyönä, mutta löysi heikkouksiakin: ""Elokuva paljastaa kuitenkin puutteet nimenomaan henkilöohjauksessa."
joy,"Näytän hyvältä minkkiturkissa, kulta."
neutral,Siksikö vihaat heitä niin paljon?
neutral,"Jos tuolla on niin kaunista, miksi..."
joy,"Siitä huolimatta unohdan äidin ja keskustelun melkein tunniksi : tapaan kotini edessä vanhan ystävän ja rupattelen hänen kanssaan mukavia , hänen kaverinsa tarjoaa omenan ja rouskuttelen sitä kiivetessäni rappusia ylös , valmistan itselleni täydellisen aterian ja nautin sen kynttilänvalossa , rakastan päivällä ostamaani uutta levyä ja ajattelen päiväni olevan täydellinen ."
neutral,Haluan kerrankin pelata voittajan puolella.
neutral,Jää vielä yhdeksi yöksi.
anger,"Olen vihainen Stuckeylle, että hän sanoi niin."
neutral,Valitettavasti tällaista laatuaikaa ei ole tarjolla suoritusportaan työntekijöille kovinkaan usein.
anger,Täällä te vaan mahtailette toisillenne!
neutral,En edes voi kuvitella sitä tuskaa .
neutral,"Menetän puolet myyntiprovisioista, jos en ehdi kokoukseen."
neutral,"Robert Benham kuoli turmassa, mutta se ei hämmästytä sinua."
neutral,Rajansa minunkin röyhkeydelläni .
anger,Nämä ovat väärät avaimet saatana!
neutral,Ihan kuin heillä ei olisi päivätympääkin bimboa iskettävänä .
neutral,Huomasin itsekin että kumpikaan näyttö ei ole oikein sitä mitä etsin.
joy,Se tuo parhaat puolesi esiin.
joy,"Katsokaa, miten kauniisti hän on kattanut pöydän."
neutral,En minäkään sinua. Miksi veit hevoseni?
anger,"Meillä ei ole mitään yhteistä , sokeakin näkisi sen ."
neutral,Nyt he voisivat olla hännänhuipputiedemiehiä hännänhuippuyliopistossa ja tehdä hännänhuipputiedettä .
joy,"Suvivirsi raikasi , minä lauloin palkeitteni pohjista ."
joy,"En haluaisi muuttaa mitään, kaikki on niin hienoa."
neutral,"Novellit ovat saaneet kiitosta muun muassa Suomen fantasiakirjallisuuden ja science fictionin harrastajilta: kolme kokoelman novellista on saanut alan oman Atorox-palkinnon, neljä on tullut toiseksi."
joy,Sait minut hyvälle tuulelle.
joy,Minusta kýnttilänvalo on niin romanttista.
joy,"Tämä on ollut hienoa aikaa , ja olen tuntenut tekeväni tärkeää työtä joka päivä , pelkästään jo senkin takia , että olen saanut paljon eri maita ja eri puolueita edustavia ystäviä , jotka ymmärtävät Euroopan tärkeyden ja sen tehtävän tulevina vuosina ."
neutral,Ei siellä suostuta kaikenlaisten sananvapautta rajoittavien hallintojen pyrkimyksiin urkkia kansalaisiaan. https://t.co/nkPVIEHopg
joy,"Otin paikkani valtuustossa: sain @fpuolue 1. varavaltuutetun pestin Helsingissä! Kiitos kaikille, jotka äänestitte ja tsemppasitte!!! 🎉💕💕 https://t.co/KErUccuAax"
neutral,Nykyaika on ihmiselle aika vaikea paikka elää.
neutral,"Naiset tuntevat yleensä , että kumppani rakastaa häntä , kun heillä on pitkiä keskusteluja ."
neutral,"@Jrvinen_J @veitera @OskuTorro @VanDerLuumi Kritiikki on suunnattu ennen kaikkea siihen tapaan, jolla viestintää tehty &virkamies vs. yksityishenkilö menevät sekaisin."
neutral,Meidän pitäisi käyttää hyväksi joka hetki.
neutral,En haluaisi menettää Pearliä.
joy,Kerrassaan loistava idea! @Veikkausliiga
anger,ajan tunkea sitä velttoa mulkkuasi tälle saitille???
neutral,"Yhä uudestaan ja uudestaan , lakkaamatta ja itsepintaisesti , meidän on vaadittava selviötä , joka kuuluu kaikille : perusihmisoikeuksia , jotka ovat naisten oikeuksia ."
neutral,He ihastuivat ja menivät naimisiin.
neutral,"Ja suomalaisen kuluttajan täytyy ymmärtää, että kolmen euron jauhelihaa ei voi tehdä suomalaisesta pihvikarjasta."
neutral,"Mary Pat, Mary Kate, Mary Frances, vauhtia!"
neutral,Joka päivä sä opit jotain uutta ja mä unohdan jotain uutta.
neutral,Ei ainakaan Kuopiossa osata kättä heiluttaa vaan lähes aina se auto pysäkillä käy kun nämä miettii lähteäkkö vaiko ei
joy,Minulla oli tosi kivaa.
neutral,Pumppukivääreitä on turha jättää tuonne lojumaan.
joy,Oma koti kullan kallis...
neutral,Ei voi olla totta.
neutral,Entä jos en pärjää?
anger,"Paskat, hän on täällä."
joy,"Metrossa lapsi nauraa äitinsä sylissä ja osoittaa sormella , me nauramme takaisin ."
joy,"Otin paikkani valtuustossa: sain @fpuolue 1. varavaltuutetun pestin Helsingissä! Kiitos kaikille, jotka äänestitte ja tsemppasitte!!! 🎉💕💕 https://t.co/KErUccuAax"
neutral,Minulla on piha täynnä kamaa jota voit korjata.
neutral,Ei tarvitse olla sen isompi kuin mitä oikeasti on .
anger,"Pahinta olisi , jos ottaisi pillerin , eikä uni tulisi sittenkään ."
neutral,"Mutta tosiaan toivon, että jotain tutkitaan seuraavan lääkärikäynnin jälkeen."
neutral,sähkötulostaulut ja tiedot menivät bulgarialaisilta yli ymmärryksen .
joy,Minusta se oli TODELLA hyvä kirja!
anger,En kestä tätä taas!
joy,Miten ihanalta kaupankäynti tuoksuukaan aamuvarhain!
neutral,Todellisuudessa ihminen on suitsinut tunteensa olemattomiin.
neutral,"Rocky, sun täytyy nousta."
neutral,"Luulin, että oli sairas."
neutral,"Ja kun rahaa ei ole eikä oikeita tarpeitakaan , löytää vaikka mitä ..."
joy,"Diz, olet hauska pakkaus."
neutral,"Kataisen mukaan Suomen on tehtävä kotiläksyt niin huolella , että muut maat eivät Suomea heilauta ."
neutral,Kritiikki suhtautui myönteisimmilläänkin vaisusti Lasse Pöystin kolmanteen ohjaustyöhön.
joy,Sinun ansiostasi voin pitää tämän naisen sielun ikuisesti!
neutral,Olinhan tehnyt tytön olon aika epämukavaksi.
neutral,"Olen yhä toimistossani, odottelen sinua."
anger,Ja se voitais tappaa kans .
joy,Mutta että kotona on siis kivaa .
neutral,Niihin aikoihin vastassa oli mafia. Piti olla kova päästäkseen huumejuttuihin.
joy,En muista minkään muun tilaisuuden tuottaneen tällaista iloa.
neutral,"Pääministeri Silvio Berlusconi ilmoitti pitävänsä tänään kaksi puhetta vakuuttaakseen kansalaiset ja sijoittajat siitä , että Italia pystyy estämään ajautumisen velkakriisin uudeksi uhriksi ."
neutral,Olet kyllä ihme sekottaja.
joy,Se oli hemmetin hienoa.
neutral,syödä ylen
neutral,Saamme sopimuksen 1 0 hävittäjästä.
joy,Täällä on hevonenkin valmiina.
anger,aattelin vaan varottaa et kännykäs ne dna palvelut on KALLIITA!
neutral,"Hänellä on monta miesystävää, jotka vievät häntä yökerhoihin."
joy,"Tiesin joka solullani , että nämä ovat niitä viikkoja , joita muistellaan syksyllä , nauretaan porukalla , herkutellaan yksityiskohdilla ."
neutral,Ihan kuin heillä ei olisi päivätympääkin bimboa iskettävänä .
neutral,Soluseinien kautta ohueen kaasukehään haihtuva vesi kirvisteli ikävästi .
neutral,En edes voi kuvitella sitä tuskaa .
neutral,"Mika Koskinen IL-TV:ssä: ""Viime vaaleissa fanaattisimmat Haaviston kannattajat saattoivat kuvitella, että hänellä olisi mahdollisuuksia."
joy,AAAH nään antin kirsin kans tänää LIT
joy,Hauskaa vappua !
neutral,Suomalaisten TOP 5 kansantaudit (aakkosjärjestyksessä) ja suurimmat #sote -menojen aiheuttajat: 1.astma ja allergiat 2.diabetes 3.muistisairaudet 4.sydän- ja verisuonitaudit 5.syöpä =&gt; Ratkaisun avain on ennaltaehkäisy! #terveydenhuolto #terveys https://t.co/ZjsNdo3BlI
neutral,Näin unta että makasin vuoheni kanssa.
neutral,Kasvu ei saa jäädä kiinni oikeanlaisen koulutuksen puutteesta.
joy,Teillä on mukava perhe.
neutral,He lähettivät sinut viemään minut.
neutral,"En haluaisi antaa liikaa tunnustusta Thomas J. Doylelle, mutta hän saattoi olla oikeassa, kun hän sanoi, että tuolla tapahtuu aika yksityisiä asioita."
neutral,"Tämä nyt ei ole sitten testivoittaja, mutta kajarit löytyy."
neutral,"En halua olla pelkkä nyrkkeilijä, vaikka Murdock on hyvä ihminen."
joy,Tämä on tosi siisti auto.
neutral,Mieliteisiin vaikuttaminen on tärkeää.
neutral,Sitä paitsi monet mamut tekevät ahkerasti töitä täällä Suomessa ja monet jopa työllistävät suomalaisiakin.
joy,Se tuo parhaat puolesi esiin.
neutral,Mielelläni. - Älä ole kohtelias.
anger,"Jos et, häivy helvettiin autoni luota."
neutral,"Twingolle nauravat kaikki, jotka autoista välittävät."
joy,Prince on tosi mahtava.
joy,"” Ruokaa niin paljon , ettei sitä ehdi syödä , ja lämpöä vuodet läpeensä . ”"
neutral,Suomalaisten TOP 5 kansantaudit (aakkosjärjestyksessä) ja suurimmat #sote -menojen aiheuttajat: 1.astma ja allergiat 2.diabetes 3.muistisairaudet 4.sydän- ja verisuonitaudit 5.syöpä =&gt; Ratkaisun avain on ennaltaehkäisy! #terveydenhuolto #terveys https://t.co/ZjsNdo3BlI
joy,Sain kolme kalaa. lsä oli hirmu ylpeä.
neutral,– Pelaajat saivat varusteet päivää ennen ensimmäistä peliä.
neutral,"” Silloin tällöin täytyy myös tehdä hommia jossain perustylsässä proggiksessa , joka ei sillä hetkellä nappaisi ollenkaan ” , toteaa Säkö puolestaan ."
neutral,"Yksi herttainen sukulaisemäntä ehdotti meillekin sähköpantaa, kun erehdyttiin sanomaan että koira haukkuu välillä toisia ja innostuu liikaa."
neutral,#Alkoholi tappaa oikeasti ja päihdehoidon tulisi käynnistyä aiemmin @Laakarilehti https://t.co/Brz4U9dUW7
joy,"Olen iloinen, että tulit, silloin kun tuli."
neutral,En halua että häntä kohdellaan huonosti
neutral,Se sopii hyvin .
neutral,"Suurin huolenaiheeni on se , että YK:n yleissopimus ( 8. joulukuuta 2006 annettu yleissopimus 61/105 ) sisältää useita muita toimia , etenkin pintavesissä elävien merikilpikonnien suojelua koskevia toimia , ja valitettavasti Euroopan komissio ei siirtänyt päätöstä yhteisön säännöstöön kokonaisuudessaan , vaan päätti useita vuosia myöhemmin käsitellä sen kohta kohdalta alakohtaisesti ."
joy,BARLEY HOMMISSA HYVÄLTÄ NÄYTTÄÄ Hyvältä näyttää.
anger,hyi saatana
joy,"Pidän, tämä on kaunis."
neutral,Joskus biisin loppupuolella he ovat keränneet paikalle sen verran ihmisiä että puu saadaan ilmaan tyvipäästä ja minut raahataan väkisin pois lepäämästä .
neutral,"Ja jos vaihdat julkaisualustaa, anna ihmeessä uuden nettikotisi osoite."
neutral,Yleensä naiset kaipaavat romantiikkaa .
anger,Mun täytyy mennä mä en nyt oikeen jaksa mitään paskaa .
neutral,Soitan Bob Benhamin tapauksesta.
joy,Tämähän on todella hyvää.
neutral,"Olemme keksineet jotain, jota ihmiskunta on etsinyt aikojen alusta asti."
joy,Minulla on hyvää viiniä.
neutral,"Luullaan , että kaikki on kunnossa , koska neuvoston enemmistö kannattaa päätöstä ."
joy,Voitto Suomelle! – Koripallossa yksi asia on toisin: Junioreita on jo kauan innostettu muiden lajien pariin https://t.co/pQFrBgRENj
anger,"Nyt mä olin ihan märkä , hetken matkaa jo kotitilalta , ja Molla mennä jolkotteli pellon reunaa kauemmas ."
neutral,sähkötulostaulut ja tiedot menivät bulgarialaisilta yli ymmärryksen .
anger,Tämä se vielä puuttui!
neutral,"Myytti joka on 99,95%:lle äänestäjistä outo."
anger,"Se ukko oli kyllä yksi saatanan maanvaiva , ihan pahimmasta päästä !"
neutral,"” Tietävätköhän Jumalat nyt , mitä ovat tekemässä ? ”"
neutral,Kyllä happamia ja hapokkaita juomia ois syytä välttää...
neutral,"Kumpikaan ehdokkaista ei suostunut suoralta kädeltä mainitsemaan , mitä muutoksia heidän hallitusohjelmaansa on tehtävä vakavan talouskriisin johdosta ."
neutral,Yhtäkkiä jostain ilmestyi ritari. Hän ratsasti valkoisella hevosella täyttä laukkaa miekka tanassa!
neutral,"Jos vakuuksia ei saada , Suomi ei ole paketissa mukana , eli se on väärä väite ."
joy,Hän tanssi kuin enkeli.
neutral,"Opettajana en pärjäisi, kun ääni menee parissa tunnissa."
neutral,"Kaikki materiaali ei ollut ihmisille mitenkään tuttua, ja parissa yleisönhuudatuskohdassa bändiä kohtasi syvä hiljaisuus."
joy,"Seuraavana aamuna sotilaat lähtivät, ja kaikki olivat tyytyväisiä."
anger,Ala painua vain nilkki.
neutral,"Turkkilaiset kollegani suuresta Turkin kansalliskokouksesta harmittelevat samoin tätä epäkohtaa , nimittäin että kukaan ei halua ilmeisesti puhua heidän kanssaan , ei kansallisista hallituksista tai parlamenteista eikä myöskään lähes kaikista eurooppalaisista instituutioista ."
neutral,Jokaisella valmistajalla on myös oma vannoutunut käyttäjäkuntansa.
neutral,Vielä Moisander ja Jordi Alba tuohon oheen niin on äärimmäisen tiukka puolustuslinja.
neutral,Tutkinnon suorittaneiden isännöitsijöiden ammattitaidon voidaan arvioida olevan parempi kuin muun ammattikoulutuksen suorittaneiden .
neutral,"Luulin, että hän pilaili."
neutral,"Mahtaa essonbaarinmiästä harmittaa, kun et 6 vuodessa onnistunut löytämään essonbaaria, jossa olisit saanut vahvistusta uskollesi."
neutral,"Se on rillit, pallit, lompakko ja kello."
neutral,"Jos tuolla on niin kaunista, miksi..."
neutral,"Novellit ovat saaneet kiitosta muun muassa Suomen fantasiakirjallisuuden ja science fictionin harrastajilta: kolme kokoelman novellista on saanut alan oman Atorox-palkinnon, neljä on tullut toiseksi."
neutral,Olet parempi lääkäri kuin kenraali.
joy,"Mukava nähdä teitä taas, mr Strom."
neutral,Kyllä ihmiset käyttävät sitä seiniä vastaan.
neutral,Se on oikea nainen.
neutral,"Siis voisi , jos ."
neutral,Kuka sen sinulle antoi?
neutral,"Kansainvälisen siirtolaisjärjestön IOM:n johtajien mukaan on tärkeää tunnistaa uhrit , tukea laillista maahanmuuttoa laittoman siirtolaisuuden torjumiseksi ja tiedottaa ihmiskaupan muodoista kuluttajien vastuun parantamiseksi ja ihmiskaupan ylläpitämisen sijaan sen torjumiseksi ."
neutral,Joskus biisin loppupuolella he ovat keränneet paikalle sen verran ihmisiä että puu saadaan ilmaan tyvipäästä ja minut raahataan väkisin pois lepäämästä .
neutral,Muutenhan on poikamiehen elämä pelkkää Kurtturuusua.
neutral,"Pidät järkevänä vastausta, koska se vähentää omia omantunnontuskiasi."
neutral,Minua palelee ja korvaani jomottaa .
joy,"Kun sinä et hermoile, olet hyvin kaunis ja hyvin pitkä."
neutral,Hän vaikutti mukavalta hepulta.
neutral,"Nopea ajelu, ja tulemme takaisin."
neutral,"En voi uskoa, että oksensin rehtori Wormerin edessä."
neutral,Kuljetko sinä usein junalla?
neutral,"Ensi viikolla olisi lähtö Khao Lakiin, joten toivotaan että sadekausi olisi jo ohi."
joy,"He ovat hieno pari, John."
neutral,"Sisar Inviolata, miten pelaatte niin hyvin koripalloa?"
neutral,"Kun hän oli nuori poliisi, Brennan sai syytteen - 16-vuotiaan mustan pojan ampumisesta."
neutral,Tämän perusteella ei voi pidättää ketään.
neutral,"Oltiinpa asiasta mitä mieltä tahansa, minusta se kuvastaa ainakin sitä, että markka-eurolaskuri ei ole hävinnyt minnekään suurelta osalta kansasta."
neutral,Pirkanmaalta etsin enkä haluaisi tilata netistä jos joudunkin odottelemaan yllättävän kauan.
neutral,Järnefelt oli 1900-luvun vaihteessa huomattavin suomalainen aatehistoriallinen kirjailija .
joy,"Kiitän ihanista ihmisistä , jotka ovat osa elämääni ."
neutral,Nyt olenkin sitten epävarma onko kyseeessä jokatapauksessa fiktio tässäkin saksalaisessa elokuvassa eli olisiko se kansainvälinen vitsi eli ns. tornihuhuja?
neutral,Nyt varotan ei kannata
joy,Tämä on suuri kunnia.
neutral,Nimittäin miksi olisin tästä toiselle naiselle tästä vihainen ?
anger,kyllä on törkeää touhua niinistöltä!
neutral,"Pidän sen vain kerran, joten kuuntele tarkkaan."
neutral,"Kun perheenjäsen soittaa , ajattelen ensimmäiseksi , että jahas , nyt se on kuollut ."
anger,Älä edes harkitse sellaista.
joy,Onnellisempia kuin ikinä ennen.
neutral,Hyvien kouluttaminen vie aikaa.
joy,"Hyvä kun muistutit, että Noin viikon uutiset ilmaantuu taas kuvioihin😊"
neutral,Armoa! Söin burriton aamiaiseksi.
neutral,".@unicef_fi toivoo, että @Maahanmuuttovir peruisi päätöksensä turvapaikanhakijalasten kuulemisesta kun vanhemmat ovat kääntyneet kristityiksi."
joy,hauskoissa häissä
neutral,- luuston terveydestä ei ole pienintäkään ennakkokäsitystä.
neutral,Jokaisella valmistajalla on myös oma vannoutunut käyttäjäkuntansa.
neutral,"Mutta minun ei olisi tarvinnut huolehtia , sillä hän ei enää nostanut katsettaan minuun , siirteli vain jalkojaan pitkin hiekkaa ja katseli sitä melko lumoutuneena ."
neutral,"Rocky, huhutaan ruumiillisista komplikaatioista."
neutral,"Joku saa aikaiseksi olkimajan, jonkun kyvyillä voidaan rakentaa palatsi, ja silti ne kumpikin ovat yhtä hyviä."
neutral,"En voi uskoa, että oksensin rehtori Wormerin edessä."
neutral,Kuka piti yhteyttä laboratorioon?
neutral,Sinä et tunne minun äitiäni.
neutral,Oman talouden hoitamisen hankaluus yllättää monet nuoret kun muutto omaan ensimmäiseen asuntoon on ajankohtaista.
neutral,@DrakeSunniva @suldaansaid Asiallisesti käyttäytyvä matkustaa mukavasti.
neutral,Yhtäkkiä jostain ilmestyi ritari. Hän ratsasti valkoisella hevosella täyttä laukkaa miekka tanassa!
neutral,Eilen kompastuin ruokalassa ja heitin lautasellisen kuumaa ja hyvin haisevaa puuroa opettajan naamaan .
anger,Mä vihaan tätä paikkaa.
neutral,Heti kun mä saan rahaa menen Miamiin.
neutral,Käske Bobbyn tulla drinkille.
neutral,"Puristuslukitus on siitä hyvä, että se pitää keula-ankkurin täysin liikkumattomana."
joy,On mukava taas nähdä sinut.
neutral,"Toiseksi voimme hyväksyä tarkistuksen 11 , jossa käsitellään kausiluonteisista satamista laadittavan luettelon tarkistamista nykyistä harvemmin , sekä tarkistukset 5 ja 27 , joissa annetaan esimerkkejä kalliista investoinneista irtaimeen omaisuuteen , jota voidaan verrata kiinteään omaisuuteen silloin kun kyse on kuoletuksista ja jäännöskustannuksista ."
joy,"Ei ihme, että miehenne rakastaa teitä."
joy,"Kaikki hyvä loppuu aikanaan , mutta onneksi tuhannet valokuvat , ihanat seikkailut ja kokemukset sekä kivat kaverit kultaavat muistot ."
neutral,En menetä tätä mistään hinnasta.
neutral,Ei tarvitse olla sen isompi kuin mitä oikeasti on .
joy,En ole nähnyt koskaan mitään kauniimpaa kuin te.
joy,"Mulla oli joskus joku vanha Thinkpad, Tykkäsin ihan helvetisti."
joy,Tämähän on todella hyvää.
neutral,"( 7 ) Tällä asetuksella ja Montrealin yleissopimuksella vahvistetaan matkustajien ja heidän omaistensa suojaa , eikä niitä voida tulkita siten , että niillä suhteessa nykyiseen lainsäädäntöön huononnettaisiin heidän turvaansa tämän asetuksen antamispäivänä ."
joy,Tänään on hyvä päivä !
neutral,Luomuun siirrytään nimenomaan yhteiskunnan tahdosta ja tuet ei viljelijää hyödytä vaan kuluttajaa..
neutral,"Yhä uudestaan ja uudestaan , lakkaamatta ja itsepintaisesti , meidän on vaadittava selviötä , joka kuuluu kaikille : perusihmisoikeuksia , jotka ovat naisten oikeuksia ."
neutral,Aikaerosta ei hevillä toivuttu .
joy,Pidän hänen seurastaan ja hänen ajattelemisestaan.
neutral,Suomalaisten TOP 5 kansantaudit (aakkosjärjestyksessä) ja suurimmat #sote -menojen aiheuttajat: 1.astma ja allergiat 2.diabetes 3.muistisairaudet 4.sydän- ja verisuonitaudit 5.syöpä =&gt; Ratkaisun avain on ennaltaehkäisy! #terveydenhuolto #terveys https://t.co/ZjsNdo3BlI
neutral,Toimintatavat kaipaavat uudistamista. https://t.co/Al7N5S8vZ2
neutral,Tuo hänet tänne ole kiltti.
neutral,Espanja haluaa viedä Katalonialta autonomian - näin asiat etenevät tällä viikolla https://t.co/bLKUx2ZH82
neutral,"Ehkä minäkään en välitä miljoonista, jos panen sinua."
joy,On ihanaa saada sinut takaisin.
neutral,"en minä vaikea ole , vaan vahvatahtoinen ."
joy,On suuri ilo tavata teidät.
neutral,Heittelet väliin tekstiä jotka on kuin toiselta planeetalta ja seuraavassa vastauksessa vedät kaiken takaisin.
neutral,"Jäsen Jarzembowski , komissio ymmärtää , että parlamentti on asiasta huolissaan ."
neutral,nekinhän on ratkottavissa .
neutral,"Kaikki materiaali ei ollut ihmisille mitenkään tuttua, ja parissa yleisönhuudatuskohdassa bändiä kohtasi syvä hiljaisuus."
neutral,"Ja jos vaihdat julkaisualustaa, anna ihmeessä uuden nettikotisi osoite."
neutral,Muutenhan on poikamiehen elämä pelkkää Kurtturuusua.
neutral,Mutta vain sinä olet iloinen.
joy,Ylpeinä ja innoissamme täytimme taskumme nauhoilla ja illalla olimme siivonneet koko metsän .
joy,"Sain ihania joululahjoja, lähestulkoon kaikki mitä listassa oli, vaikka tarkoitus oli että siitä saa valita minkä hankkii."
neutral,"- En minä sinua arkkuun ole laittamassakaan , auta siirtämään sitä ."
neutral," Hei , otakin minusta erilainen syntymäpäiväkuva .
joy	Antoisaa viikonloppua ! : )
not-joy	Niin sitten voisimme ottaa teidät vastaan suurella kunnialla.
not-joy	Harrastukset ja työ ovat luistamassa koko ajan enemmän taiton ja kuvankäsittelyn suuntaan, mutta olen silti edelleen aloittelija enkä aivan varma siitä kiinnitänkö huomiota oikeisiin asioihin.
not-joy	(meinaan ne siinä pikaselaimessa) esim. horoskooppi + kaikki viihdepalvelut...
joy	 Ei , ei suinkaan , mukavahan tässä oli vähän jalkojaan lepuuttaa . """
neutral,syödä ylen
joy,Minun tuli parempi olo
neutral,Millainen lapsi minä olen ?
joy,Teillä on ihastuttava talo.
neutral,Ei koskaan. Tuo sopii sinulle.
neutral,"Cooper, anna minulle nauloja tuosta!"
neutral,Kyllä se voidaan tehdä.
neutral,Ajattelin vain kysyä löysitkö sytyttimesi.
